"110","Sound quality on both end is excellent, I use headset to call my wife and ask my wife to use headset to call me !2.","Positive"
"111","This phone is slim and light and the display is beautiful.","Positive"
"112","its a little geeky but i think thats its sex on toast and it rocks and oozes sex right down to its battery embedded sleek stylish leather case.","Positive"
"113","Great product, fast shipping!.","Positive"
"114","Absolutely great.","Positive"
"115","The keyboard is a nice compromise between a full QWERTY and the basic cell phone number keypad.","Positive"
"116","i got this phone around the end of may and i'm completely unhappy with it.","Negative"
"117","It is very comfortable on the ear.","Positive"
"118","It has been a winner for us.","Positive"
"119",")Setup couldn't have been simpler.","Positive"
"120","I've tried several different earpieces for my cell phone and this Jabra one is the first one I've found that fits my ear comfortably.","Positive"
"121","Could not get strong enough signal.","Negative"
"122","Iam very pleased with my purchase.","Positive"
"123","Bad Quality.","Negative"
"124","Gets the job done.","Positive"
"125","Great audio!.","Positive"
"126","Basically the service was very bad.","Negative"
"127","it did not work in my cell phone plug i am very up set with the charger!.","Negative"
"128","I've only had my bluetooth for a few weeks, but I really like it.","Positive"
"129","The BT headset was such a disapoinment.","Negative"
"130","It is so small and you don't even realize that it is there after a while of getting used to it.","Positive"
"131","The accompanied software is almost brilliant.","Positive"
"132","Headset works great & was packaged nicely to avoid any damage.","Positive"
"133","!I definitly recommend!!","Positive"
"134","Buyer--Be Very Careful!!!!!.","Negative"
"135","The majority of the Logitech earbud headsets failed.","Negative"
"136","Very good stuff for the price.","Positive"
"137","My headset works just peachy-keen.","Positive"
"138","In my house I was getting dropped coverage upstairs and no coverage in my basement.","Negative"
"139","Voice recognition is tremendous!","Positive"
"140","What a waste.","Negative"
"141","During several different 2 minute calls, I experienced 5 drops and it was in an area that had 5 bars.","Negative"
"142","I was not happy with this item.","Negative"
"143","very disappointed.","Negative"
"144","The phone takes FOREVER to charge like 2 to 5 hours literally.","Negative"
"145","I got this phone on reccomendation from a relative and I'm glad I did.","Positive"
"146","What a waste of time!","Negative"
"147","Its reception is very very poor.","Negative"
"148","Items stated as included from the description ARE NOT INCLUDED.","Negative"
"149","After 3 months, screen just went black all of a sudden.","Negative"
"150","I Was Hoping for More.","Negative"
"151","Audio Quality is poor, very poor.","Negative"
"152","I had absolutely no problem with this headset linking to my 8530 Blackberry Curve!","Positive"
"153","I know that sounds funny, but to me it seemed like sketchy technology that wouldn't work well.Well, this one works great.","Positive"
"154","I've bought $5 wired headphones that sound better than these.","Negative"
"155","This phone is very fast with sending any kind of messages and web browsing is significantly faster than previous phones i have used.","Positive"
"156","Nice quality build, unlike some cheap s*** out there.","Positive"
"157","This item is fantastic and works perfectly!","Positive"
"158","And I just love the colors!","Positive"
"159","W810i is just SUPERB.","Positive"
"160","All I can do is whine on the Internet, so here it goes.The more I use the thing the less I like it.","Negative"
"161","Great charger.","Positive"
"162","This is essentially a communications tool that does not communicate.","Negative"
"163","Works like a charm.  it work the same as the one I got with the phone.","Positive"
"164","I still maintain that monkeys shouldn't make headphones, we just obviously don't share enough DNA to copy the design over to humans.","Negative"
"165","Great Value.","Positive"
"166","Doesn't work at all.. I bougth it for my L7c and its not working.","Negative"
"167","The look of it is very sharp and the screen is nice and clear, with great graphics.","Positive"
"168","doesn't last long.","Negative"
"169","One thing I hate is the mode set button at the side.","Negative"
"170","EXCELLENT SERVICE!!!!!!!!.","Positive"
"171","Thank you for wasting my money.","Negative"
"172","How can that be?The audio quality is poor.","Negative"
"173","The iGo chargers and tips are really great.","Positive"
"174","The file browser offers all the options that one needs.Handsfree is great.","Positive"
"175","Superb Phone on a Great Network.","Positive"
"176","I connected my wife's bluetooth,(Motorola HS850) to my phone and it worked like a charm whether the phone was in my pocket or the case.","Positive"
"177","I put the latest OS on it (v1.15g), and it now likes to slow to a crawl and lock up every once in a while.","Negative"
"178","It only recognizes the Phone as its storage device.","Negative"
"179","If you like a loud buzzing to override all your conversations, then this phone is for you!","Negative"
"180","Don't buy this product.","Negative"
"181","I've had this bluetoooth headset for some time now and still not comfortable with the way it fits on the ear.","Negative"
"182","The sound quality is good and functionality is awesome.","Positive"
"183","I have this phone and it is a thorn in my side, I really abhor it.","Negative"
"184","I recently had problems where I could not stay connected for more than 10 minutes before being disconnected.","Negative"
"185","Incredible!.","Positive"
"186","Design Flaw?.","Negative"
"187","Great phone!.","Positive"
"188","Waste of 13 bucks.","Negative"
"189","But when I check voice mail at night, the keypad backlight turns off a few seconds into the first message, and then I'm lost.","Negative"
"190","The replacement died in a few weeks.","Negative"
"191","Any ring tone..Overall good phone to buy..","Positive"
"192","Lately they have been extremely nice and helpful on the phone.","Positive"
"193","I have had problems wit hit dropping signal and more.","Negative"
"194","Not impressed.","Negative"
"195","Light weight, I hardly notice it is there.","Positive"
"196","You'll love how thin it is.","Positive"
"197","Bad Choice.","Negative"
"198","The pleather case doesn't fit.","Negative"
"199","useless phone, simply deaf.","Negative"
"200","The color is even prettier than I thought it would be, and the graphics are incredibly sharp.","Positive"
"201","All in all I think it was a good investment.","Positive"
"202","It makes very strange ticking noises before it ends the call.","Negative"
"203","The best electronics of the available FM Transmitters.","Positive"
"204","Battery lasts only a few hours.","Negative"
"205","great headset, very impressed - H500.","Positive"
"206","The ""1.2"" mega pixel camera, being a part of a phone, is reasonably good7.","Positive"
"207","I've had this for nearly 2 years and it has worked great for me.","Positive"
"208","Good transmit audio.","Positive"
"209","We are sending it back.","Negative"
"210","I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bought this form online anyway.","Negative"
"211","If you hate earbugs, avoid this phone by all means.","Negative"
"212","Great price also!","Positive"
"213","The range is very decent, I've been able to roam around my house with the phone in the living room with no reception/sound quality issues.","Positive"
"214","fast service.","Positive"
"215","I would highly recommend this.","Positive"
"216","I would recommend this.","Positive"
"217","I also didn't like the ""on"" button, it felt like it would crack with use.","Negative"
"218","WORST PHONE EVER.","Negative"
"219","I'm still infatuated with this phone.","Positive"
"220","Freezes frequently4.","Negative"
"221","It's kind of embarrassing to use because of how it looks and mostly it's embarrassing how child-like the company is.","Negative"
"222","Simple, lightweight and great fit.","Positive"
"223","All in all, I'd expected a better consumer experience from Motorola.","Negative"
"224","There's a horrible tick sound in the background on all my calls that I have never experienced before.","Negative"
"225","These are certainly very comfortable and functionality is decent.","Positive"
"226","I usually don't like headbands but this one is very lightweight & doesn't mess up my hair.","Positive"
"227","I'm a bit disappointed.","Negative"
"228","I have had this phone for over a year now, and I will tell you, its not that great.","Negative"
"229","I ordered this for sony Ericsson W810i but I think it only worked once (thats when I first used it).","Negative"
"230","The battery is completely useless to me.","Negative"
"231","What a big waste of time.","Negative"
"232","Don't waste your $$$ on this one.","Negative"
"233","Great sound and service.","Positive"
"234","Really pleased with this product so far.","Positive"
"235","One of my favorite purchases ever.","Positive"
"236","best bluetooth on the market.","Positive"
"237","Authentic leather with nice shine and comfort .I recommend you this case !!","Positive"
"238","I was very excited to get this headset because I thought it was really cute.","Positive"
"239","Do not make the same mistake as me.","Negative"
"240","Big Disappointment with calendar sync.","Negative"
"241","the phone was unusable and was not new.","Negative"
"242","Worst Customer Service Ever.","Negative"
"243","No additional ear gels provided, and no instructions whatsoever.","Negative"
"244","It defeats the purpose of a bluetooth headset.","Negative"
"245","Worth every penny.","Positive"
"246","Excellent wallet type phone case.","Positive"
"247","Nice headphones for the price and they work great!","Positive"
"248","Internet is excrutiatingly slow.","Negative"
"249","It is very comfortable to wear as well, which is probably the most important aspect about using a case.","Positive"
"250","It's fits like a glove and is strong, secure, and durable.","Positive"
"251","O my gosh the best phone I have ever had.","Positive"
"252","It's very attractive and appears to be of good quality.","Positive"
"253","I love all the features and form factor.","Positive"
"254","This product had a strong rubber/petroleum smell that was unbearable after a while and caused me to return it","Negative"
"255","poor quality and service.","Negative"
"256","The cable looks so thin and flimsy, it is scary.","Negative"
"257","Great Earpiece.","Positive"
"258","Excellent hands free tool.","Positive"
"259","Great for using with your home stereo.","Positive"
"260","Good product - incredible value.","Positive"
"261","Only had this a month but it's worked flawlessly so far.","Positive"
"262","Works great.","Positive"
"263","Absolutel junk.","Negative"
"264","THAT one didn't work either.","Negative"
"265","Battery life is real good.","Positive"
"266","Returned 8 hours later.","Negative"
"267","It's a great item.","Positive"
"268","Don't waste your money!.","Negative"
"269","Love this headset!","Positive"
"270","Not only will it drain your player, but may also potentially fry it.","Negative"
"271","Worked perfectly!","Positive"
"272","Unreliable - I'm giving up.","Negative"
"273","I gave it 5 stars because of the sound quality.","Positive"
"274","Avoid this one if you can.","Negative"
"275","Reversible plug works great.","Positive"
"276","I wasted my little money with this earpiece.","Negative"
"277","Very good phone.","Positive"
"278","Best of all is the rotating feature, very helpful.","Positive"
"279","Comfort for our whole family.","Positive"
"280","Good product, good seller.","Positive"
"281","I love this bluetooth!","Positive"
"282","First of all, it doesn't wear well.","Negative"
"283","I am very impressed with this headset from Plantronics.","Positive"
"284","I got it because it was so small and adorable.","Positive"
"285","Great phone!.","Positive"
"286","I wouldn't recommend buying this product.","Negative"
"287","Piece of Junk.","Negative"
"288","Poorly contstruct hinge.","Negative"
"289","This item is great, installed it, let it charged up overnite and it has been working good every since with no problems","Positive"
"290","Great Phone.","Positive"
"291","Don't buy it.","Negative"
"292","Excellent Phone.","Positive"
"293","DO NOT PURCHASE THIS PHONE.","Negative"
"294","The voice recognition thru the handset is excellent.","Positive"
"295","This is hands down the best phone I've ever had.","Positive"
"296","Works great, when my cat attacked the phone he scratched the protective strip instead of destroying the screen.","Positive"
"297","This one works and was priced right.","Positive"
"298","Customer service was terrible.","Negative"
"299","Battery life still not long enough in Motorola Razor V3i.","Negative"
"300","Sending it back.","Negative"
"301","Now I know that I made a wise decision.","Positive"
"302","Someone shouldve invented this sooner.","Positive"
"303","Good price.","Positive"
"304","Everything worked on the first try.The device was certainly engineered in a clever way and the construction feels good.","Positive"
"305","I received it quickly and it works great!!","Positive"
"306","Has been working great.","Positive"
"307","As many people complained, I found this headset's microphone was very weak.","Negative"
"308","My 5-year old Nokia 2160 from Tracfone holds the charge a lot better than this.","Negative"
"309","They do not care about the consumer one bit.","Negative"
"310","This is a good battery, and it got here really fast.","Positive"
"311","The instruction manual is lacking.","Negative"
"312","Also its slim enough to fit into my alarm clock docking station without removing the case.","Positive"
"313","Phone now holds charge like it did when it was new.","Positive"
"314","The battery is unreliable as well as the service use antena.","Negative"
"315","It's uncomfortable and the sound quality is quite poor compared with the phone (Razr) or with my previous wired headset (that plugged into an LG).","Negative"
"316","We have gotten a lot of compliments on it.","Positive"
"317","This is definitely a must have if your state does not allow cell phone usage while driving.","Positive"
"318","I want my money back.","Negative"
"319","I love this device.","Positive"
"320","I am also very happy with the price.","Positive"
"321","I ordered this product first and was unhappy with it immediately.","Negative"
"322","The Ngage is still lacking in earbuds.","Negative"
"323","I was able to do voice dialing in the car with no problem.","Positive"
"324","I have 2-3 bars on my cell phone when I am home, but you cant not hear anything.","Negative"
"325","good item, low price.","Positive"
"326","However-the riingtones are not the best, and neither are the games.","Negative"
"327","The plug did not work very well.","Negative"
"328","AMAZON SUCKS.","Negative"
"329","Rip off---- Over charge shipping.","Negative"
"330","VERY comfortable.","Positive"
"331","The battery is working well as a replacement for the original that came with the phone over 2 years ago.","Positive"
"332","The reception is excellent!","Positive"
"333","It fits comfortably in either ear, the sound is clear and loud, and the charge lasts a couple of days.","Positive"
"334","very clear, quality sound and you don't have to mess with the sound on your iPod since you have the sound buttons on the headset.","Positive"
"335","1. long lasting battery (you don't have to recharge it as frequentyly as some of the flip phones)2.","Negative"
"336","Obviously there is a problem with the adhesive.","Negative"
"337","Very disappointing.","Negative"
"338","It was an inexpensive piece, but I would still have expected better quality.","Negative"
"339","It is practically useless and did not add any kind of boost to my reception after I bought it.","Negative"
"340","Excellent sound quality.","Positive"
"341","Was not happy.","Negative"
"342","A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS!!!","Negative"
"343","New Battery works great in phone.","Positive"
"344","Worst customer service.","Negative"
"345","I've dropped my phone more times than I can say, even on concrete and my phone is still great (knock on wood!).","Positive"
"346","Reception is terrible and full of static.","Negative"
"347","Good audio quality.","Positive"
"348","This little device has transformed my organizational capability and made my life a whole lot easier.","Positive"
"349","I was sitting in my vehicle, with the cradle on my belt, and the headset lost signal.","Negative"
"350","Were JERKS on the phone.","Negative"
"351","Works like a charm.. Works as advertised.","Positive"
"352","Comfortable, Nice Range, Good Battery Life.","Positive"
"353","Their network coverage in Los Angeles is horrible.","Negative"
"354","Excellent starter wireless headset.","Negative"
"355","The loudspeaker option is great, the bumpers with the lights is very ... appealing.","Negative"
"356","The only thing that I think could improve is the sound leaks out from the headset.","Negative"
"357","First off the reception sucks, I have never had more than 2 bars, ever.","Negative"
"358","The phone gets EXTREMELY HOT!","Negative"
"359","The microphone also works well, but (according to people I have called) it applifies everything.","Positive"
"360","Nice design and quality.","Positive"
"361","Also, if your phone is dropped, this case is not going to save it, specially when dropped face down.","Negative"
"362","It is light, easy to use, and has very clear reception and transmission.","Positive"
"363","bad fit, way too big.","Negative"
"364","It definitely was not as good as my S11.","Positive"
"365","awesome device.","Positive"
"366","Waste of money.","Negative"
"367","I had ordered a motorola data cable, got a very well finished and working product.","Positive"
"368","Love This Phone.","Positive"
"369","I was looking for this headset for a long time and now that I've got it I couldn't be happier.","Positive"
"370","I'll be drivng along, and my headset starts ringing for no reason.","Negative"
"371","Display is excellent and camera is as good as any from that year.","Positive"
"372","Battery life is also great!","Positive"
"373","The worst phone I've ever had.... Only had it for a few months.","Negative"
"374","Not a good item.. It worked for a while then started having problems in my auto reverse tape player.","Negative"
"375","This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.","Negative"
"376","Protects the phone on all sides.","Positive"
"377","This is a VERY average phone with bad battery life that operates on a weak network.","Negative"
"378","Clear Skype Calls, Long Battery Life, Long Range.","Positive"
"379","Soyo technology sucks.","Negative"
"380","Great Hands Free Device.","Positive"
"381","you can even take self portraits with the outside (exterior) display, very cool.","Positive"
"382","Same problem as others have mentioned.","Negative"
"383","After trying many many handsfree gadgets this is the one that finally works well.","Positive"
"384","Magical Help.","Positive"
"385","The worst piece of crap ever along with the Verizon customer service.","Negative"
"386","Poor sound quality.","Negative"
"387","The best phone in market :).","Positive"
"388","It worked very well.","Positive"
"389","The company shipped my product very promptly and it works well.","Positive"
"390","Exactly what I wanted.","Positive"
"391","The picture resolution is far below what other comparably-priced phones are offering today.","Negative"
"392","This is a great deal.","Positive"
"393","Excellent product, I am very satisfied with the purchase.","Positive"
"394","I highly recommend these and encourage people to give them a try.","Positive"
"395","Better than you'd expect.","Positive"
"396","Using all earpieces, left or right, this thing will not stay on my ear.","Negative"
"397","Great product and price.","Positive"
"398","Sounds good reasonably priced and effective, Its that simple !","Positive"
"399","Still Waiting...... I'm sure this item would work well.. if I ever recieve it!","Negative"
"400","what a disappointment","Negative"
"401","Very prompt service.","Positive"
"402","Excellent product for the price.","Positive"
"403","Very pleased with this headset.","Positive"
"404","don't waste your money and time.","Negative"
"405","I especially love the long battery life.","Positive"
"406","It's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.","Negative"
"407","Works great.","Positive"
"408","Plantronics Bluetooth Excelent Buy.","Positive"
"409","I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.","Negative"
"410","I'll be looking for a new earpiece.","Negative"
"411","I highly recommend this device to everyone!","Positive"
"412","Jawbone Era is awesome too!","Positive"
"413","We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement","Negative"
"414","After a year the battery went completely dead on my headset.","Negative"
"415","I have used several phone in two years, but this one is the best.","Positive"
"416","An Awesome New Look For Fall 2000!.","Positive"
"417","This is the first phone I've had that has been so cheaply made.","Negative"
"418","Att is not clear, sound is very distorted and you have to yell when you talk.","Negative"
"419","The plastic breaks really easy on this clip.","Negative"
"420","Price is good too.","Positive"
"421","Don't make the same mistake I did.","Negative"
"422","Oh and I forgot to also mention the weird color effect it has on your phone.","Negative"
"423","I'm using it with an iriver SPINN (with case) and it fits fine.","Positive"
"424","Also the area where my unit broke).- I'm not too fond of the magnetic strap.","Negative"
"425","Overall, I am psyched to have a phone which has all my appointments and contacts in and gets great reception.","Positive"
"426","every thing on phone work perfectly, she like it.","Positive"
"427","Another note about this phone's appearance is that it really looks rather bland, especially in the all black model.","Negative"
"428","IT'S REALLY EASY.","Positive"
"429","My Sanyo has survived dozens of drops on blacktop without ill effect.","Positive"
"430","Fantastic earphones.","Positive"
"431","It finds my cell phone right away when I enter the car.","Positive"
"432","Low Quality.","Negative"
"433","I highly recommend this modest priced cellular phone.","Positive"
"434","But it does get better reception and clarity than any phone I've had before.","Positive"
"435","Warning - Stay away.","Negative"
"436","I wish I could return the unit and get back my money.","Negative"
"437","Awsome Device Works Great!!.","Positive"
"438","I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.","Negative"
"439","If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.","Negative"
"440","Very Displeased.","Negative"
"441","I might have gotten a defect, but I would not risk buying it again because of the built quality alone.","Negative"
"442","They made this case too small and is very difficult to install.","Negative"
"443","Restored my phone to like new performance.","Positive"
"444","I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.","Positive"
"445","I searched the Internet, and found this one to be the best value.","Positive"
"446","Does not fit.","Negative"
"447","Very happy with this product.","Positive"
"448","The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.","Positive"
"449","There's really nothing bad I can say about this headset.","Negative"
"450","i'm glad i found this product on amazon it is hard to find, it wasn't high priced.","Positive"
"451","Portable and it works.","Positive"
"452","My colleague & I now get great reception.A little expensive, but performance is great.","Positive"
"453","I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.","Negative"
"454","I've also had problems with the phone reading the memory card in which I always turn it on and then off again.","Negative"
"455","Not good when wearing a hat or sunglasses.","Negative"
"456","Timely shipment and quality product.","Positive"
"457","Nice solid keyboard.","Positive"
"458","Very well made and fits my Surefire GX2 perfectly.","Positive"
"459","Horrible phone.","Negative"
"460","BT50 battery junk!.","Negative"
"461","We would recommend these to others.","Positive"
"462","Cant get the software to work with my computer.","Negative"
"463","Disappointed!.","Negative"
"464","poor voice clarity.","Negative"
"465","The battery works great!","Positive"
"466","No buyers remorse on this one!.","Negative"
"467","Very disappointed in AccessoryOne.","Negative"
"468","I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.","Negative"
"469","Looks great and is strong.""","Positive"
"470","I have had TMobile service for 2 or 3 years now, and I am pretty happy with it.","Positive"
"471","The update procedure is difficult and cumbersome.","Negative"
"472","Disappointment.. I hate anything that goes in my ear.","Negative"
"473","Great software for Motorolas.","Positive"
"474","The delivery was on time.","Positive"
"475","Very easy to use.","Positive"
"476","Uncomfortable In the Ear, Don't use with LG VX9900 (EnV).","Negative"
"477","The volume switch rocketed out of the unit to a destination unknown.","Negative"
"478","It holds a charge for a long time, is reasonably comfortable under long-wearing conditions and the quality of sound is tremendous.","Positive"
"479","I'd like to return it.","Negative"
"480","The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems.","Positive"
"481","Verizon's bills, however, are difficult to understand even though their pricing plans are simple.","Negative"
"482","After charging overnight, these batteries work great.","Positive"
"483","You won't regret it!","Positive"
"484","I love this phone!.","Positive"
"485","A Disappointment.","Negative"
"486","Its not user friendly.","Negative"
"487","Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.","Negative"
"488","Then I exchanged for the same phone, even that had the same problem.","Negative"
"489","This results in the phone being either stuck at max volume or mute.","Negative"
"490","This PDA rocks.","Positive"
"491","It is super charged up for use as a small hybrid palmtop/camera/cellphone, and excels in those roles.","Positive"
"492","I would definitely recommend the Jabra BT250v for those who are looking for comfort, clarity and a great price!","Positive"
"493","I had Verizon 2 years ago and really liked their service.","Positive"
"494","Pretty piece of junk.","Negative"
"495","Plug was the wrong size.","Negative"
"496","Works as described.","Positive"
"497","Save your money.... I've had this item for 11 months now.","Negative"
"498","Bad Purchase.","Negative"
"499","WELL IM SATISFIED.","Positive"
"500","The bose noise cancelling is amazing, which is very important for a NYC commuter.","Positive"
"501","This battery is an excellent bargain!","Positive"
"502","Defective crap.","Negative"
"503","I would have given no star if I was able.","Negative"
"504","I wear glasses and it fits fine with them.","Positive"
"505","The sound quality for the device is unacceptable.Unless you are in a really quiet area, you almost hear nothing.","Negative"
"506","I would not recommend this item to anyone.","Negative"
"507","The holster that arrived did not match the photo in the ad.","Negative"
"508","great...no problems at all!.","Positive"
"509","As an earlier review noted, plug in this charger and nothing happens.","Negative"
"510","This frog phone charm is adorable and very eye catching.","Positive"
"511","You never know if you pushed it hard enough or the right number of times for the function you want or not.","Negative"
"512","The sound is clear and the people I talk to on it are amazed at the quality too.","Positive"
"513","I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.","Positive"
"514","very good product, well made.","Positive"
"515","Mobile Phone Tools are a must have.","Positive"
"516","I am very impressed with the job that Motorola did on the sturdiness of this phone.","Positive"
"517","I received my orders well within the shipping timeframe, everything was in good working order and overall, I am very excited to have this source.","Positive"
"518","The phone is sturdy and waterproof.","Positive"
"519","I am not impressed with this and i would not recommend this item to anyone.","Negative"
"520","My only complaint is the standard sound volume is a little low even when turned up to 5(of 5)","Negative"
"521","Thanks again to Amazon for having the things I need for a good price!","Positive"
"522","I ended up sliding it on the edge of my pants or back pockets instead.","Positive"
"523","I had to go to a store and bought a new NOKIA phone which is working great.","Positive"
"524","Works great!.","Positive"
"525","REALLY UGLY.","Negative"
"526","horrible, had to switch 3 times.","Negative"
"527","The noise shield is incrediable.","Positive"
"528","No real improvement.","Negative"
